Ano,Codigo do IBGE,Município,Sigla UF,População Total Residente,População Urbana Residente,População total atendida com abastecimento de água,População urbana atendida com rede de abastecimento de água,Atendimento da população urbana com rede de abastecimento de água,Atendimento da população total com rede de abastecimento de água,População total atendida com esgotamento sanitário,População urbana atendida com rede de esgotamento sanitário,Extensão de rede de distribuição de água,Extensão da rede pública de esgotamento sanitário,Quantidade de ligações ativas de água,Quantidade de ligações ativas de esgoto,Volume de água produzido,Volume de água tratada em ETAs,Volume de água consumido,Volume de água tratada por simples desinfecção,Volume de água tratada importado,Volume de água tratada exportado,Volume de água fluoretada,Extensão de rede de distribuição de água,Volume total de esgoto coletado,Volume total de esgoto tratado ,Volume total de esgoto bruto exportado ,Volume total de esgoto bruto importado para tratamento ,Extensão da rede pública de esgotamento sanitário,Atendimento da população urbana com rede coletora de esgoto,Esgoto tratado referido ao esgoto coletado,Perda na Distribuição de Água,Índice de Macromedição,Índice de Hidrometração,Investimento Total (prestador + município + estado),Investimento per Capita,População Rural Residente,Quantidade de domicílios totais,Quantidade de domicílios urbanos,Quantidade de domicílios rurais,Área do município,Cobertura da população total com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta de resíduos sólidos domiciliares,Cobertura da população rural com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta direta de resíduos sólidos,Cobertura da população total com coleta seletiva de resíduos sólidos,Cobertura da população urbana com coleta seletiva direta de resíduos sólidos,Incidência do transbordo de resíduos sólidos urbanos,Capacidade média utilizada dos veículos motorizados na coleta de RSU,Quantidade média de pontos de entrega voluntária (PEV) de recicláveis por mil habitantes,Massa média per capita de resíduos sólidos urbanos coletados,Massa média per capita de resíduos sólidos domiciliares coletados,Massa média per capita de resíduos de limpeza urbana coletados,Massa média per capita de resíduos domiciliares coletados na coleta seletiva,Massa média per capita de resíduos domiciliares secos e orgânicos recuperados,Desempenho da coleta seletiva,Disposição final inadequada de resíduos sólidos urbanos,Recuperação de recicláveis secos em relação à composição gravimétrica,Recuperação de recicláveis orgânicos em relação à composição gravimétrica,Recuperação de recicláveis secos e orgânicos em relação ao total coletado,Recuperação de recicláveis secos em relação ao total coletado,Recuperação de recicláveis orgânicos em relação ao total coletado
1998,3300605,Bom Jesus do Itabapoana,RJ,,24901,21167,,85,,,,16,,5177,,,,,,,,,,,,,,,,,,,"60,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3300704,Cabo Frio,RJ,,100178,113818,,"113,60",,,,,,14052,,,,,,,,,,,,,,,,,,,"33,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3300803,Cachoeiras de Macacu,RJ,,37301,32665,,"87,60",,,,23,,1369,,,,,,,,,,,,,,,,,,,"6,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3300902,Cambuci,RJ,,7177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3300936,Carapebus,RJ,,6939,3629,,"52,30",,,,11,,344,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3300951,Comendador Levy Gasparian,RJ,,6055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301009,Campos dos Goytacazes,RJ,,338815,326469,,"96,40",,,,498,159,44611,20361,,,,,,,,,,,,,,,,,,"48,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301108,Cantagalo,RJ,,12356,11943,,"96,70",,,,7,,2128,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301157,Cardoso Moreira,RJ,,6719,6505,,"96,80",,,,9,,1893,,,,,,,,,,,,,,,,,,,"36,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301207,Carmo,RJ,,10545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301306,Casimiro de Abreu,RJ,,18601,,,,,,,,0,,0,,,,,,,,,0,0,,,,,,,,"86,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301405,Conceição de Macabu,RJ,,15696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301504,Cordeiro,RJ,,16138,15858,,"98,30",,,,13,,3821,,,,,,,,,,,,,,,,,,,"99,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301603,Duas Barras,RJ,,5228,4595,,"87,90",,,,4,,574,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301702,Duque de Caxias,RJ,,732211,684550,,"93,50",,,,394,54,50235,,,,,,,,,,,,,,,,,,,"3,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301801,Engenheiro Paulo de Frontin,RJ,,8368,7176,,"85,80",,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301850,Guapimirim,RJ,,23006,19022,,"82,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301876,Iguaba Grande,RJ,,10425,10425,,100,,,,,,3898,,,,,,,,,,,,,,,,,,,"42,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3301900,Itaboraí,RJ,,156441,146091,,"93,40",,,,86,,7131,,,,,,,,,,,,,,,,,,,"7,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302007,Itaguaí,RJ,,63628,62996,,99,,,,229,,12746,,,,,,,,,,,,,,,,,,,"66,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302056,Italva,RJ,,7197,6359,,"88,40",,,,14,,1798,,,,,,,,,,,,,,,,,,,"38,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302106,Itaocara,RJ,,14960,13668,,"91,40",,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302205,Itaperuna,RJ,,72121,63888,,"88,60",,,,19,,13560,,,,,,,,,,,,,,,,,,,"6,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302254,Itatiaia,RJ,,12165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302270,Japeri,RJ,,78471,67430,,"85,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302304,Laje do Muriaé,RJ,,4797,3799,,"79,20",,,,11,,1082,,,,,,,,,,,,,,,,,,,"61,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302403,Macaé,RJ,,110521,94916,,"85,90",,,,272,,21756,,,,,,,,,,,,,,,,,,,"55,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302452,Macuco,RJ,,4689,3510,,"74,90",,,,3,,1195,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302502,Magé,RJ,,179790,167427,,"93,10",,,,74,,6818,,,,,,,,,,,,,,,,,,,"11,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302601,Mangaratiba,RJ,,15704,18667,,"118,90",,,,68,,4880,,,,,,,,,,,,,,,,,,,"26,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302700,Maricá,RJ,,54088,49077,,"90,70",,,,82,12,4396,614,,,,,,,,,,,,,,,,,,"85,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3302908,Miguel Pereira,RJ,,16982,10135,,"59,70",,,,30,,1181,,,,,,,,,,,,,,,,,,,"99,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303005,Miracema,RJ,,21126,21422,,"101,40",,,,31,,5458,,,,,,,,,,,,,,,,,,,"59,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303104,Natividade,RJ,,11381,14792,,130,,,,8,,2550,,,,,,,,,,,,,,,,,,,"67,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303203,Nilópolis,RJ,,153976,159275,,"103,40",,,,132,,28678,,,,,,,,,,,,,,,,,,,"56,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303302,Niterói,RJ,,456894,401335,,"87,80",,,,183,206,41496,25828,,,,,,,,,,,,,,,,,,"49,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303500,Nova Iguaçu,RJ,,847680,713451,,"84,20",,,,628,119,92934,900,,,,,,,,,,,,,,,,,,"37,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303609,Paracambi,RJ,,38021,37538,,"98,70",,,,86,,4450,,,,,,,,,,,,,,,,,,,"80,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303708,Paraíba do Sul,RJ,,29189,28483,,"97,60",,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303856,Paty do Alferes,RJ,,14823,13510,,"91,10",,,,43,,1667,,,,,,,,,,,,,,,,,,,"98,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303906,Petrópolis,RJ,,269743,169556,,"62,90",,142032,,320,147,27911,23352,13472,4068,8692,9404,0,0,,"11,50",8083,155,,,"6,29","92,99","1,92",,,"82,12","30.267.287,91","112,21",,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3303955,Pinheiral,RJ,,17041,11316,,"66,40",,,,27,,3433,,,,,,,,,,,,,,,,,,,"48,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304003,Piraí,RJ,,20002,15681,,"78,40",,,,36,,2006,,,,,,,,,,,,,,,,,,,"69,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304102,Porciúncula,RJ,,11649,14762,,"126,70",,,,10,,2713,,,,,,,,,,,,,,,,,,,"58,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304128,Quatis,RJ,,9010,7780,,"86,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304144,Queimados,RJ,,112979,130016,,"115,10",,,,,,13874,,,,,,,,,,,,,,,,,,,"61,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304151,Quissamã,RJ,,7424,10621,,"143,10",,,,1,,2020,,,,,,,,,,,,,,,,,,,"55,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304201,Resende,RJ,,81030,104437,,"128,90",,92367,,270,259,20882,19898,14092,12089,9160,2003,0,0,,"12,90",6412,0,,,"13,02",70,0,,,"41,30","431.963,39","5,33",,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304300,Rio Bonito,RJ,,29015,46093,,"158,90",,,,13,,4405,,,,,,,,,,,,,,,,,,,"24,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304409,Rio Claro,RJ,,10179,8730,,"85,80",,,,7,,1085,,,,,,,,,,,,,,,,,,,"81,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304524,Rio das Ostras,RJ,,28799,18367,,"63,80",,,,37,,2617,,,,,,,,,,,,,,,,,,,"71,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304557,Rio de Janeiro,RJ,,5584067,5794250,,"103,80",,,,9247,3864,639813,537691,,,,,,,,,497217,229547,,,,,"46,17",,,"50,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304607,Santa Maria Madalena,RJ,,5088,4604,,"90,50",,,,3,,672,,,,,,,,,,,,,,,,,,,"17,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304706,Santo Antônio de Pádua,RJ,,26079,24263,,93,,,,34,,5275,,,,,,,,,,,,,,,,,,,"64,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304755,São Francisco de Itabapoana,RJ,,17272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304805,São Fidélis,RJ,,25421,34509,,"135,80",,,,24,,4973,1215,,,,,,,,,,,,,,,,,,"55,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3304904,São Gonçalo,RJ,,857988,809099,,"94,30",,,,290,209,74415,3053,,,,,,,,,,,,,,,,,,"21,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305000,São João da Barra,RJ,,15476,30242,,"195,40",,,,24,,2088,,,,,,,,,,,,,,,,,,,"25,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305109,São João de Meriti,RJ,,438253,430671,,"98,30",,,,134,188,56710,,,,,,,,,,,,,,,,,,,"36,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305133,São José de Ubá,RJ,,2135,1781,,"83,40",,,,2,,477,,,,,,,,,,,,,,,,,,,"68,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305158,São José do Vale do Rio Preto,RJ,,7111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305208,São Pedro da Aldeia,RJ,,49572,55480,,"111,90",,,,,,8378,,,,,,,,,,,,,,,,,,,"33,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305307,São Sebastião do Alto,RJ,,3390,2889,,"85,20",,,,10,,415,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305406,Sapucaia,RJ,,12037,10037,,"83,40",,,,12,,903,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305554,Seropédica,RJ,,45615,54229,,"118,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305703,Sumidouro,RJ,,2095,2056,,"98,10",,,,8,,766,,,,,,,,,,,,,,,,,,,"99,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305752,Tanguá,RJ,,21210,25415,,"119,80",,,,,,6,,,,,,,,,,,,,,,,,,,"33,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305802,Teresópolis,RJ,,106678,124710,,"116,90",,,,280,,19305,,,,,,,,,,,,,,,,,,,"85,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3305901,Trajano de Moraes,RJ,,3681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3306008,Três Rios,RJ,,62088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3306156,Varre-Sai,RJ,,2613,2377,,91,,,,7,,564,,,,,,,,,,,,,,,,,,,"81,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3306206,Vassouras,RJ,,18382,17737,,"96,50",,,,66,,3934,,,,,,,,,,,,,,,,,,,"72,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3306305,Volta Redonda,RJ,,237560,273000,,"114,90",,273000,,"744,10","585,90",57471,51756,40807,40807,17942,0,0,0,,13,15410,1533,,,"11,32","85,89","9,95",,,"98,64",2300000,"9,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300100,Angra dos Reis,RJ,,89057,35140,,"39,50",,,,35,,5720,,7548,,,7548,,,,,,,,,,,,,,"40,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300159,Aperibé,RJ,,5593,9290,,100,,,,"28,50",,1936,,883,883,,,,,,,,,,,,,,,,"91,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300209,Araruama,RJ,,57299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300225,Areal,RJ,,7624,6845,,"89,80",,,,,,1369,,306,0,272,306,0,0,,,,,,,,,,"11,11",,"95,69","12.454,33","1,63",,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300233,Armação dos Búzios,RJ,,16921,8000,,"47,30",,,,125,,3355,,,,,,,,,,,,,,,,,,,"50,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300258,Arraial do Cabo,RJ,,22544,15780,,70,,,,40,,4527,,,,,,,,,,,,,,,,,,,"61,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300308,Barra do Piraí,RJ,,84679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300407,Barra Mansa,RJ,,164647,145886,,"88,60",,123538,,"274,86","90,55",27513,24206,"12.562,74",12563,7118,0,"1.326,73",0,,10,5786,0,,,"3,70","81,28",0,"48,75","72,22","93,94","439.383,23","2,67",,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300456,Belford Roxo,RJ,,425194,399319,,"93,90",,5083,,1392,90,54835,1502,"34.849,03",26893,,"7.956,24",,,,,5036,,,,,,,,,"43,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300506,Bom Jardim,RJ,,11222,7867,,"70,10",,,,49,,1942,,784,753,,31,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300605,Bom Jesus do Itabapoana,RJ,,25252,27617,,100,,,,56,,5735,,2308,2308,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300704,Cabo Frio,RJ,,105181,96000,,"91,30",,,,315,,22323,,,,,,,,,,,,,,,,,,,"32,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300803,Cachoeiras de Macacu,RJ,,37833,6450,,"17,10",,,,"108,40",,1381,,666,,,666,,,,,,,,,,,,,,"7,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300902,Cambuci,RJ,,7163,12510,,100,,,,47,,2782,,1069,797,,372,,,,,,,,,,,,,,"95,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3300936,Carapebus,RJ,,7165,1830,,"25,50",,,,7,,397,,225,,,225,,,,,,,,,,,,,,"61,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301108,Cantagalo,RJ,,12415,14570,,100,,,,63,,2885,,968,274,,694,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301157,Cardoso Moreira,RJ,,6683,8350,,100,,,,,,2004,,,,,,,,,,,,,,,,,,,"37,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301306,Casimiro de Abreu,RJ,,19196,6690,,"34,90",,,,"23,10",,1441,,"1.301,14",,,"1.301,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301504,Cordeiro,RJ,,16299,20240,,100,,,,60,,3965,,1586,1586,,,,,,,,,,,,,,,,"99,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301603,Duas Barras,RJ,,5239,3460,,66,,,,"11,60",,699,,264,264,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301702,Duque de Caxias,RJ,,742095,715089,,"96,40",,60,,450,64,81448,6,"83.182,57",50133,,"33.049,69",,,,,6912,6876,,,,,"99,48",,,"50,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301801,Engenheiro Paulo de Frontin,RJ,,8432,6010,,"71,30",,,,26,,1550,,605,605,,,,,,,,,,,,,,,,"98,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301876,Iguaba Grande,RJ,,10749,5800,,54,,,,60,,4703,,,,,,,,,,,,,,,,,,,"45,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3301900,Itaboraí,RJ,,160132,40000,,25,,,,167,,7722,,6532,6532,,,,,,,,,,,,,,,,"7,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302007,Itaguaí,RJ,,64859,69490,,100,,,,59,,14001,,"6.100,60",1273,,"4.827,39",,,,,,,,,,,,,,"64,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302056,Italva,RJ,,7252,7900,,100,,,,"12,89",,1841,,1244,1244,,,,,,,,,,,,,,,,"41,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302106,Itaocara,RJ,,15017,14310,,"95,30",,,,"60,90",,2925,,2822,2807,,15,,,,,,,,,,,,,,"71,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302205,Itaperuna,RJ,,73148,75100,,100,,,,90,,13980,,9648,9648,,,,,,,,,,,,,,,,"34,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302270,Japeri,RJ,,80917,31870,,"39,40",,,,36,,2960,,"5.517,10",,,"5.517,10",,,,,,,,,,,,,,"17,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302304,Laje do Muriaé,RJ,,4806,5440,,100,,,,15,,1132,,586,586,,,,,,,,,,,,,,,,"62,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302403,Macaé,RJ,,114125,112340,,"98,40",,,,282,,23110,,11610,11610,,,,,,,,,,,,,,,,"56,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302452,Macuco,RJ,,4730,6340,,100,,,,"18,50",,1283,,516,516,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302502,Magé,RJ,,183622,121415,,"66,10",,,,222,,6869,,8398,,,8398,,,,,,,,,,,,,,"12,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302601,Mangaratiba,RJ,,16207,19896,,100,,,,74,,4913,,"1.193,59",,,"1.193,59",,,,,,,,,,,,,,"26,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302700,Maricá,RJ,,55774,25920,,"46,50",,7850,,114,,4777,610,1866,1866,,,,,,,21,,,,,,,,,"85,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3302908,Miguel Pereira,RJ,,17112,10680,,"62,40",,,,31,,2278,,692,342,,350,,,,,,,,,,,,,,"96,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303005,Miracema,RJ,,21062,28090,,100,,,,"59,50",,6130,,2677,2677,,,,,,,,,,,,,,,,"62,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303104,Natividade,RJ,,11468,16340,,100,,,,30,,2833,,1301,,,1301,,,,,,,,,,,,,,"72,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303203,Nilópolis,RJ,,153383,141205,,"92,10",,,,89,,30363,,"15.889,25",15889,,,,,,,,,,,,,,,,"74,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303302,Niterói,RJ,,459884,367365,,"79,90",,,,517,,42008,,54432,54432,,,,,,,,,,,,,,,,"67,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303401,Nova Friburgo,RJ,,148037,142524,,"96,30",,133619,,"400,50","216,14",41326,38497,"20.870,77",11073,10262,"9.797,75",0,0,,"9,70",7696,0,,,"5,61",75,0,"50,52","53,06","5,08",12204646,"82,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303500,Nova Iguaçu,RJ,,858954,722645,,"84,10",,,,678,,104194,,"90.372,02",40146,,"50.225,60",,,,,,,,,,,,,,"57,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303609,Paracambi,RJ,,38562,29075,,"75,40",,,,,,4504,,2079,560,,1519,,,,,,,,,,,,,,"81,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303708,Paraíba do Sul,RJ,,29101,34370,,100,,,,80,,6870,,4004,3422,,582,,,,,,,,,,,,,,"71,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303856,Paty do Alferes,RJ,,14972,14150,,"94,50",,,,"34,50",,2723,,1796,1796,,,,,,,,,,,,,,,,"98,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303906,Petrópolis,RJ,,272661,192649,,"70,70",,153132,,350,150,29978,24159,13243,4785,8315,8458,0,0,,"11,60",7946,160,,,"6,25","95,56","2,01","37,12","26,32","86,68","42.672.035,60","156,50",,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3303955,Pinheiral,RJ,,17571,16000,,"91,10",,,,19,,3578,,1168,1168,,,,,,,,,,,,,,,,"50,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304003,Piraí,RJ,,20626,16030,,"77,70",,,,"56,50",,3516,,2252,1984,,268,,,,,,,,,,,,,,"79,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304102,Porciúncula,RJ,,11808,16445,,100,,,,30,,3020,,1166,1109,,57,,,,,,,,,,,,,,"60,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304144,Queimados,RJ,,115020,63750,,"55,40",,,,120,,14185,,"7.982,97",,,"7.982,97",,,,,,,,,,,,,,"71,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304151,Quissamã,RJ,,7627,8652,,100,,,,12,,2075,,680,,,680,,,,,,,,,,,,,,"88,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304201,Resende,RJ,,82751,113232,,100,,113232,,"359,57","304,42",22380,21100,15501,13298,7811,1590,0,0,,"14,60",7236,0,,,"13,74","92,64",0,"49,61",0,"53,25","50.109,78","0,61",,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304300,Rio Bonito,RJ,,29188,28060,,"96,10",,,,57,,4855,,3577,3577,,,,,,,,,,,,,,,,"30,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304409,Rio Claro,RJ,,10318,10270,,"99,50",,,,26,,2135,,723,414,,309,,,,,,,,,,,,,,"87,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304524,Rio das Ostras,RJ,,29952,13710,,"45,80",,,,"37,79",,2617,,249,249,,,,,,,,,,,,,,,,"71,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304557,Rio de Janeiro,RJ,,5598953,5184173,,"92,60",,5245510,,9120,4416,772953,577574,"923.218,12",792959,,"130.159,14",,,,,467952,240012,,,,,"51,29",,,"63,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304607,Santa Maria Madalena,RJ,,5061,3000,,"59,30",,,,,,715,,,,,,,,,,,,,,,,,,,"20,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304706,Santo Antônio de Pádua,RJ,,26177,36920,,100,,,,83,,7771,,3583,3361,,222,,,,,,,,,,,,,,"70,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304755,São Francisco de Itabapoana,RJ,,17518,18130,,100,,,,12,,4342,,819,274,,545,,,,,,,,,,,,,,"52,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304805,São Fidélis,RJ,,25676,11200,,"43,60",,,,,,5710,,2799,2799,,,,,,,,,,,,,,,,"56,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3304904,São Gonçalo,RJ,,869254,802813,,"92,40",,26661,,744,,74171,3027,122771,122771,,,,,,,116,,,,,,,,,"30,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3305000,São João da Barra,RJ,,15696,35610,,100,,,,"69,50",,8477,,3048,2053,,995,,,,,,,,,,,,,,"41,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3305109,São João de Meriti,RJ,,440052,534620,,100,,81,,485,320,59328,7,"41.527,14",41527,,,,,,,13910,389,,,,,"2,80",,,"63,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
